student_id,gender,age,department,cgpa,backlogs,attendance_percentage,programming_skills,dsa_skills,core_subjects,projects_completed,internships,certifications,communication_skills,leadership,teamwork,hackathons,extracurricular_score,aptitude_score,interview_score,resume_score,mock_interview_score,placement_status,package_lpa
6911,Male,20,IT,8.85,5,63.28,4,2,6,0,0,5,1,3,10,4,9,95,42,3,3,0,0.0
6912,Female,24,EEE,5.43,0,83.0,1,5,2,1,1,0,8,5,9,1,4,61,51,8,9,0,0.0
6913,Male,20,CSE,8.35,2,75.75,4,10,1,3,2,3,5,7,1,1,6,79,75,5,9,1,9.87
6914,Male,24,ECE,6.24,5,79.34,2,10,5,0,3,1,6,3,7,0,1,99,44,9,5,1,4.22
6915,Male,20,EEE,6.71,5,85.22,7,2,7,1,1,0,8,2,3,1,6,76,37,10,6,1,14.9
6916,Male,21,EEE,7.35,2,85.6,6,6,7,3,1,0,10,6,2,3,10,55,76,4,5,1,11.0
6917,Male,20,ECE,8.8,1,98.42,2,4,2,3,0,2,1,8,6,3,5,34,89,9,8,0,0.0
6918,Male,24,Civil,5.8,0,86.2,2,7,6,3,3,0,1,7,3,4,7,82,87,1,9,0,0.0
6919,Male,20,ECE,5.52,1,73.58,1,1,1,5,3,4,8,4,8,3,5,64,68,4,2,0,0.0
6920,Female,20,Mechanical,5.74,1,73.19,4,8,1,5,3,0,8,4,7,0,6,62,51,2,9,1,14.14
6921,Female,20,CSE,6.05,3,79.09,2,2,2,1,3,4,4,4,8,1,1,97,60,1,8,0,0.0
6922,Female,24,Civil,5.29,0,70.37,5,4,5,4,2,5,5,5,4,1,10,82,73,4,6,1,3.68
6923,Male,20,IT,9.45,1,75.06,4,7,10,1,0,3,9,7,6,4,3,87,75,8,6,1,4.94
6924,Male,23,CSE,6.53,4,93.68,1,8,10,2,1,5,2,10,6,1,5,36,48,10,7,0,0.0
6925,Female,23,CSE,5.85,2,94.39,5,9,2,5,3,3,1,9,8,1,9,61,44,6,7,0,0.0
6926,Male,24,IT,8.06,0,85.11,5,5,10,1,0,1,7,8,9,4,5,55,77,9,8,1,12.44
6927,Female,21,CSE,8.78,3,83.31,5,9,3,3,1,2,10,1,6,0,1,58,65,4,3,1,4.43
6928,Male,23,Civil,8.62,1,77.08,2,9,9,0,3,1,4,8,10,3,2,47,63,2,4,0,0.0
6929,Male,22,Civil,8.45,4,85.44,4,3,5,0,1,0,7,1,5,1,6,67,43,1,8,1,9.62
6930,Female,23,Civil,5.24,2,92.24,5,7,3,3,3,3,3,5,10,1,10,57,98,4,10,0,0.0
6931,Female,22,EEE,8.75,2,89.51,6,8,5,4,3,4,4,9,9,2,3,94,94,8,7,1,10.46
6932,Female,24,EEE,7.41,4,61.42,7,1,3,4,1,1,10,4,4,4,9,97,64,8,9,1,12.13
6933,Female,21,Civil,8.12,0,89.25,10,10,5,1,3,3,8,6,10,0,9,45,91,6,8,1,4.09
6934,Female,22,IT,9.59,2,88.8,3,5,10,1,2,4,1,1,1,2,4,36,79,10,6,0,0.0
6935,Male,22,IT,8.89,2,63.96,3,1,6,0,2,4,7,1,9,2,4,81,54,10,1,1,8.8
6936,Male,23,ECE,8.96,2,66.01,10,3,9,3,1,0,7,6,5,3,7,31,46,6,10,1,7.38
6937,Male,22,ECE,5.87,5,91.52,2,2,2,3,3,1,6,7,7,1,8,48,90,10,5,0,0.0
6938,Female,24,Civil,7.29,1,82.36,9,2,3,1,1,5,1,7,10,0,1,42,99,2,4,0,0.0
6939,Female,24,CSE,9.56,1,92.87,1,4,6,2,0,4,10,8,6,0,4,94,77,5,8,1,3.42
6940,Female,24,CSE,7.8,2,67.39,3,5,2,5,0,3,4,1,3,4,1,64,50,5,3,0,0.0
6941,Female,23,IT,5.49,3,61.22,3,1,8,1,0,1,8,4,7,0,9,58,89,4,10,0,0.0
6942,Female,21,CSE,8.51,5,66.48,8,6,10,5,3,0,2,2,7,2,2,69,73,10,9,1,13.76
6943,Female,23,Mechanical,5.21,2,78.1,6,5,7,1,1,0,10,3,7,4,1,90,69,10,7,1,6.52
6944,Male,24,EEE,8.56,0,80.93,3,4,1,4,0,3,2,1,10,4,1,73,75,3,5,0,0.0
6945,Male,23,CSE,9.22,5,94.31,1,6,5,5,3,5,5,10,3,1,3,42,44,7,2,0,0.0
6946,Male,24,CSE,7.04,3,88.65,3,2,5,1,3,4,1,6,3,2,8,98,52,2,5,0,0.0
6947,Male,20,ECE,6.99,0,99.62,4,8,1,1,0,0,8,7,2,2,5,70,61,9,8,1,3.51
6948,Male,20,Mechanical,6.46,4,63.15,1,6,6,2,2,0,10,4,5,0,2,84,71,9,9,1,12.12
6949,Female,22,CSE,9.21,4,65.21,3,3,2,0,2,4,4,9,5,4,6,87,81,9,1,1,9.03
6950,Female,21,EEE,7.63,1,63.37,4,4,3,0,2,4,6,4,4,3,8,59,91,9,9,1,11.49
6951,Female,20,CSE,7.78,5,81.54,7,2,5,1,2,4,6,10,10,4,4,73,79,6,8,1,11.52
6952,Female,24,IT,8.18,1,70.67,4,4,6,3,1,2,4,5,9,1,4,76,97,2,10,0,0.0
6953,Female,23,Mechanical,6.44,1,87.35,1,9,2,1,1,2,5,1,2,0,2,38,69,3,1,0,0.0
6954,Female,23,CSE,7.08,5,65.31,9,4,4,4,0,4,6,5,1,1,10,84,54,6,4,1,14.29
6955,Male,22,Mechanical,8.56,4,64.13,6,8,3,2,3,4,1,3,10,0,5,31,49,7,4,0,0.0
6956,Female,23,CSE,9.73,5,78.41,9,3,1,1,2,3,6,3,9,0,7,99,53,7,1,1,5.88
6957,Female,20,EEE,5.16,0,75.04,7,5,4,0,3,0,7,7,4,0,6,34,52,5,8,1,13.85
6958,Female,23,EEE,5.2,3,93.17,4,2,6,1,3,1,6,3,4,2,6,95,74,7,1,1,11.41
6959,Female,20,Mechanical,7.05,1,93.5,1,9,10,5,1,5,4,4,10,0,5,65,35,2,2,0,0.0
6960,Male,20,Civil,8.17,4,64.7,7,9,7,2,3,2,6,4,8,2,7,69,98,6,3,1,9.55
6961,Male,21,ECE,6.85,1,92.49,9,10,6,2,3,5,2,3,7,1,7,84,94,3,7,1,7.81
6962,Female,22,ECE,9.8,2,82.57,6,7,1,3,2,2,1,8,1,0,3,51,71,7,9,0,0.0
6963,Male,24,IT,5.94,3,80.14,1,2,5,3,0,4,6,10,10,4,7,55,88,9,3,0,0.0
6964,Male,20,Civil,5.04,0,63.79,9,4,5,3,1,4,1,1,3,2,4,53,38,6,4,0,0.0
6965,Female,22,ECE,5.91,1,89.59,7,6,6,1,2,4,10,9,10,2,2,82,46,6,1,1,7.58
6966,Female,24,Mechanical,9.26,2,62.39,1,9,5,0,0,1,4,5,6,2,7,57,99,2,9,0,0.0
6967,Female,23,ECE,5.7,2,71.11,4,6,9,4,2,2,6,10,6,0,3,40,73,2,2,0,0.0
6968,Female,22,IT,7.3,3,63.82,5,4,6,0,0,5,6,4,6,0,9,91,35,7,1,1,9.11
6969,Female,22,CSE,7.01,4,81.23,2,1,9,2,2,1,8,7,6,2,2,61,30,8,2,1,8.53
6970,Male,22,ECE,8.2,4,85.81,3,7,4,0,2,0,1,8,8,3,2,61,53,2,8,0,0.0
6971,Female,23,Mechanical,5.26,1,95.63,2,7,3,1,0,1,1,8,7,1,5,80,37,7,5,0,0.0
6972,Female,23,Mechanical,8.16,1,89.35,4,6,6,3,2,3,8,6,3,1,10,78,59,10,7,1,7.81
6973,Female,22,IT,6.7,4,98.44,7,3,1,0,0,2,5,8,4,4,9,79,73,6,10,1,12.56
6974,Male,21,IT,9.44,0,90.44,5,5,10,2,3,1,5,10,3,4,8,88,31,4,9,1,3.93
6975,Female,20,EEE,9.07,0,71.92,7,7,5,2,3,5,10,1,9,4,6,42,37,7,9,1,7.8
6976,Female,23,EEE,6.92,2,81.9,1,6,2,4,0,2,3,4,5,2,10,88,31,2,4,0,0.0
6977,Female,21,EEE,9.77,3,78.32,3,7,6,0,2,4,10,8,9,0,3,71,52,7,6,1,4.8
6978,Male,23,CSE,5.25,0,82.64,2,5,3,1,3,1,10,7,7,1,5,48,46,10,6,1,5.72
6979,Female,22,Mechanical,8.79,1,82.88,1,1,9,2,0,2,9,3,1,1,4,72,39,1,5,1,10.45
6980,Female,21,EEE,7.08,0,88.08,5,10,2,4,1,1,10,3,9,1,5,88,46,7,5,1,9.45
6981,Female,24,Mechanical,7.08,3,63.32,3,5,1,5,3,1,8,2,2,4,9,61,98,10,10,1,5.53
6982,Male,20,IT,5.82,1,89.87,8,2,7,2,0,1,10,9,10,0,5,64,89,8,9,1,8.02
6983,Female,20,CSE,7.47,3,65.75,5,10,5,4,0,3,8,4,2,4,4,36,70,9,10,0,0.0
6984,Female,23,IT,5.41,4,61.05,5,10,1,2,3,3,3,3,4,1,2,51,35,9,7,0,0.0
6985,Female,20,Mechanical,7.96,3,80.76,7,2,5,1,2,1,9,7,6,1,4,76,53,2,9,1,12.36
6986,Male,24,Civil,6.16,3,83.26,8,4,4,1,1,1,5,9,6,1,2,55,35,6,10,1,6.17
6987,Female,21,Civil,8.48,3,61.39,1,6,1,2,0,2,1,3,10,4,1,87,94,7,10,0,0.0
6988,Female,21,EEE,7.92,1,80.61,5,5,8,5,2,4,2,4,9,2,6,75,57,2,8,0,0.0
6989,Female,22,Civil,8.58,3,81.38,9,7,4,5,2,0,7,2,9,2,5,34,62,2,2,1,3.87
6990,Male,21,IT,8.6,3,62.1,9,10,10,3,0,4,1,9,4,2,1,67,70,4,2,1,7.06
6991,Male,23,Civil,5.94,5,88.46,7,8,7,1,1,2,2,2,5,0,1,57,64,3,3,0,0.0
6992,Female,24,ECE,5.0,5,68.41,4,10,6,1,3,3,5,8,3,0,1,68,35,5,3,0,0.0
6993,Male,22,CSE,6.76,2,91.78,2,1,9,4,1,2,5,7,5,1,3,33,89,8,10,0,0.0
6994,Male,23,Mechanical,9.41,1,72.43,5,8,1,4,2,2,6,7,7,1,1,89,90,9,2,1,3.82
6995,Male,23,EEE,7.77,5,79.12,4,3,10,0,0,0,6,8,2,3,1,83,49,4,3,1,7.63
6996,Female,23,IT,8.49,3,95.67,1,10,9,0,0,5,9,5,10,2,5,34,37,9,7,0,0.0
6997,Female,20,CSE,9.22,0,92.25,7,10,8,1,1,4,7,6,2,4,5,36,82,8,8,1,10.86
6998,Male,23,EEE,9.35,3,91.27,3,2,5,5,1,3,8,6,1,4,10,77,80,1,4,1,12.6
6999,Male,20,IT,7.54,0,66.42,6,2,3,1,1,2,5,8,2,3,9,70,92,7,4,1,10.79
7000,Male,21,Civil,7.6,4,61.93,5,5,10,2,0,0,9,9,5,2,2,49,72,6,4,1,11.34
7001,Female,20,Mechanical,9.08,4,84.23,4,2,2,3,0,2,2,4,9,1,3,73,49,3,2,0,0.0
7002,Female,23,ECE,8.88,1,76.43,3,4,9,2,2,2,7,10,5,2,2,69,36,2,3,1,9.78
7003,Male,24,ECE,8.35,1,96.36,9,3,3,5,1,4,2,6,9,2,4,94,45,9,4,1,9.39
7004,Male,24,Civil,7.9,4,73.98,5,8,4,5,2,4,8,10,2,4,2,40,87,6,5,1,7.62
7005,Male,21,Mechanical,7.96,1,76.42,10,9,6,1,2,0,5,10,6,4,10,30,85,1,5,1,10.45
7006,Male,23,CSE,6.74,0,81.04,7,6,5,4,1,2,8,9,1,1,1,83,50,3,1,1,12.65
7007,Female,20,Mechanical,9.04,0,91.86,4,4,6,0,3,2,5,4,1,1,5,79,40,7,6,1,10.67
7008,Male,24,Civil,7.97,2,70.73,1,2,2,5,0,2,3,8,3,4,2,90,73,3,1,0,0.0
7009,Female,22,IT,6.07,1,97.67,2,8,5,3,3,1,3,10,5,3,10,92,35,8,10,0,0.0
7010,Male,23,CSE,6.15,1,81.6,10,3,4,4,0,1,6,5,7,3,10,64,52,9,9,1,11.38
7011,Male,23,ECE,9.14,2,93.64,5,2,1,1,0,2,7,6,10,0,8,53,54,9,6,1,4.03
7012,Male,22,Civil,8.0,3,81.02,8,4,4,3,0,4,7,7,7,3,10,32,93,7,4,1,10.31
7013,Male,24,IT,6.91,0,90.88,8,2,2,5,1,0,3,9,1,4,5,69,76,7,10,1,10.21
7014,Male,22,Civil,5.9,3,62.06,8,3,7,3,1,5,2,2,2,2,5,39,83,10,10,0,0.0
7015,Female,21,EEE,7.93,5,91.97,9,9,7,0,1,5,5,4,1,1,10,64,82,10,9,1,6.69
7016,Male,20,EEE,5.88,2,80.96,2,7,5,3,0,4,3,9,1,2,2,79,34,8,2,0,0.0
7017,Male,20,EEE,7.26,5,77.98,4,1,1,1,1,0,7,2,4,2,3,70,41,4,7,1,11.88
7018,Male,24,ECE,8.25,5,64.46,10,10,1,0,2,3,3,7,1,2,7,65,49,10,7,1,13.76
7019,Female,22,Mechanical,7.71,1,89.66,6,5,7,1,3,5,8,1,4,0,9,74,98,10,2,1,12.84
7020,Female,23,CSE,9.43,3,65.25,6,5,10,3,2,2,7,1,3,2,7,71,79,2,3,1,8.58
7021,Female,23,ECE,5.19,1,67.69,5,9,1,5,0,2,8,5,7,3,2,43,53,6,4,0,0.0
7022,Female,23,IT,6.34,2,65.06,2,1,2,1,1,1,1,7,9,1,9,53,39,5,5,0,0.0
7023,Male,21,IT,5.27,4,60.26,8,1,4,4,2,3,7,8,10,2,9,78,90,7,6,1,7.11
7024,Male,21,EEE,5.93,1,86.48,1,10,5,3,3,5,4,2,6,1,1,38,42,9,1,0,0.0
7025,Male,23,CSE,5.6,5,70.83,1,7,1,5,0,5,9,3,5,0,3,74,90,8,9,0,0.0
7026,Female,24,EEE,8.52,5,65.98,1,7,1,2,0,1,4,6,5,3,2,93,48,5,9,0,0.0
7027,Male,21,IT,6.77,3,72.8,9,8,3,2,2,4,4,4,8,1,4,71,84,9,7,1,14.18
7028,Male,21,IT,9.44,3,79.96,5,4,1,4,0,5,3,9,2,3,6,72,51,4,7,0,0.0
7029,Female,20,Mechanical,5.11,2,80.14,2,7,3,2,2,1,1,5,9,0,4,64,95,6,8,0,0.0
7030,Female,20,Mechanical,8.13,3,74.69,1,6,5,2,1,0,3,7,1,3,10,83,30,4,7,0,0.0
7031,Female,24,Mechanical,9.66,0,79.8,4,1,3,0,0,2,10,9,4,4,3,77,96,2,6,1,5.4
7032,Male,21,EEE,5.84,1,77.09,2,2,10,5,2,4,5,3,9,1,5,79,89,7,9,0,0.0
7033,Male,21,Civil,7.12,5,92.91,3,8,8,5,1,3,10,1,5,2,3,84,81,1,3,1,9.68
7034,Female,22,CSE,8.37,0,61.18,2,6,5,1,3,2,1,4,4,4,2,34,90,6,6,0,0.0
7035,Male,24,Mechanical,8.04,2,94.72,8,7,5,5,2,4,2,5,8,0,8,74,54,4,3,1,9.58
7036,Female,24,ECE,7.72,5,69.76,3,8,6,3,3,3,1,2,10,2,5,40,52,1,7,0,0.0
7037,Female,22,Mechanical,6.57,0,88.87,2,5,4,5,3,0,8,9,6,3,4,51,35,10,10,0,0.0
7038,Male,22,EEE,8.5,0,76.2,6,5,5,2,0,0,9,5,4,1,1,73,74,3,5,1,4.04
7039,Female,20,CSE,8.14,5,71.77,7,2,6,3,2,3,7,5,7,0,8,73,78,9,10,1,14.01
7040,Female,24,Mechanical,5.78,1,84.61,9,4,6,4,1,5,1,1,5,3,8,78,66,1,6,0,0.0
7041,Female,24,CSE,9.63,1,90.76,10,2,5,2,2,2,4,1,9,1,7,84,47,2,8,1,12.89
7042,Male,22,ECE,7.67,4,78.0,4,7,10,0,2,0,8,10,1,4,1,46,79,4,9,1,3.84
7043,Female,23,IT,7.52,0,78.66,5,9,6,3,0,4,9,1,7,0,2,82,84,8,3,1,14.88
7044,Female,23,CSE,9.07,1,62.35,6,2,9,4,0,2,4,7,6,0,2,94,33,7,3,1,14.65
7045,Female,20,Civil,8.07,0,96.96,3,4,8,0,1,3,2,3,1,4,10,44,61,5,8,0,0.0
7046,Female,23,Mechanical,5.36,0,93.88,3,8,4,5,0,0,2,5,6,2,10,45,44,2,6,0,0.0
7047,Female,23,EEE,7.43,2,75.92,3,9,2,5,1,0,4,2,10,4,5,42,77,8,8,0,0.0
7048,Female,23,Civil,8.75,2,90.6,5,4,4,1,1,1,8,2,6,2,3,64,85,7,2,1,11.57
7049,Female,21,Civil,8.36,5,72.53,6,8,6,4,1,1,6,1,10,4,2,91,75,9,4,1,7.83
7050,Male,20,EEE,9.66,0,89.22,9,7,10,0,2,2,10,8,9,4,7,38,55,8,10,1,10.74
7051,Male,22,EEE,5.12,2,80.67,9,5,7,3,3,2,8,8,10,0,5,97,40,2,5,1,11.93
7052,Female,23,EEE,6.25,5,78.43,5,4,4,0,3,3,2,5,7,2,8,63,44,9,7,0,0.0
7053,Male,21,Civil,7.64,1,62.26,8,6,3,4,0,3,3,8,1,3,4,78,95,6,1,1,8.37
7054,Male,23,CSE,7.97,0,98.62,7,6,1,1,2,3,10,2,4,3,5,83,38,10,4,1,14.87
7055,Female,21,EEE,6.32,2,93.5,4,2,7,1,2,1,6,5,5,1,8,31,60,5,8,0,0.0
7056,Male,20,IT,8.97,1,91.74,1,3,1,4,3,0,10,9,3,0,3,82,66,7,3,1,9.6
7057,Female,23,Civil,5.79,0,72.2,3,6,8,5,3,0,1,9,9,0,7,53,68,6,2,0,0.0
7058,Female,21,Civil,5.0,5,71.58,10,4,5,3,2,3,6,2,8,0,3,90,78,8,3,1,8.85
7059,Female,24,Civil,9.57,0,82.93,5,3,8,1,2,1,6,7,5,1,1,64,92,8,6,1,3.73
7060,Female,24,ECE,6.88,2,93.85,10,4,2,2,2,3,1,2,4,1,3,53,80,2,2,1,12.0
7061,Female,21,CSE,9.6,1,97.39,3,6,3,5,0,4,3,9,2,0,4,94,41,8,2,0,0.0
7062,Male,23,CSE,6.33,0,70.76,4,3,4,2,3,2,1,1,7,2,5,94,87,3,1,0,0.0
7063,Female,23,EEE,5.3,0,84.3,9,1,2,1,0,1,6,10,7,0,6,57,97,9,10,1,7.42
7064,Male,20,Civil,8.71,5,88.96,9,6,4,3,1,0,9,9,5,0,9,33,69,1,4,1,3.61
7065,Female,20,Civil,9.01,4,69.06,9,2,6,3,3,4,6,4,7,0,4,53,80,2,10,1,5.39
7066,Female,22,EEE,7.36,0,76.3,9,9,7,3,0,2,6,9,5,4,8,44,47,8,3,1,10.42
7067,Female,20,CSE,5.35,4,67.5,1,6,6,3,2,2,2,7,3,3,3,53,43,9,4,0,0.0
7068,Male,23,EEE,8.14,4,87.96,9,1,7,3,3,2,1,4,7,4,10,81,68,5,6,1,11.49
7069,Female,22,EEE,5.87,1,94.55,2,4,2,0,2,1,4,7,6,2,3,94,58,1,7,0,0.0
7070,Female,20,EEE,9.08,3,95.1,8,5,1,1,3,1,9,10,8,4,1,88,83,7,10,1,8.29
7071,Female,21,EEE,6.32,5,86.8,9,8,9,4,1,1,1,10,2,3,5,60,60,3,2,0,0.0
7072,Female,24,EEE,9.07,4,73.89,8,3,7,5,0,0,7,10,3,0,2,40,95,1,4,1,3.17
7073,Male,20,Mechanical,7.05,1,86.44,9,9,2,2,0,0,3,6,2,3,2,34,41,9,5,0,0.0
7074,Female,20,Mechanical,7.86,5,94.57,5,9,7,1,1,0,9,6,7,0,7,59,98,9,2,1,11.2
7075,Male,21,Civil,8.79,2,85.03,10,10,4,2,2,4,2,7,3,4,8,77,73,5,3,1,9.91
7076,Female,23,Civil,5.19,4,76.52,7,5,3,1,2,4,2,4,3,1,8,85,58,10,8,0,0.0
7077,Male,21,Mechanical,8.94,3,96.79,3,4,4,1,3,5,7,4,8,2,5,71,36,7,4,1,3.98
7078,Male,20,CSE,5.67,2,93.41,4,7,5,2,3,3,8,4,6,1,10,40,80,10,9,0,0.0
7079,Female,23,ECE,6.72,5,95.3,4,9,9,3,3,5,1,9,2,1,9,63,44,6,10,0,0.0
7080,Female,22,CSE,7.27,4,96.13,10,6,4,2,3,3,9,8,6,2,7,77,93,7,6,1,5.15
7081,Male,20,Civil,9.3,4,75.75,4,7,9,2,2,2,7,7,7,1,6,61,62,7,5,1,14.97
7082,Female,21,Mechanical,5.11,3,94.39,8,1,4,2,2,2,3,5,7,2,5,52,57,8,8,0,0.0
7083,Female,22,CSE,7.68,0,82.81,2,4,1,3,2,1,7,5,7,4,6,71,97,4,5,1,10.1
7084,Female,24,ECE,8.08,3,61.53,2,2,1,1,0,2,6,9,6,4,10,90,84,6,10,1,9.32
7085,Male,22,EEE,6.52,1,85.43,5,1,4,4,1,2,8,7,6,1,3,31,36,6,5,0,0.0
7086,Female,21,IT,6.39,1,78.82,6,7,4,4,1,4,8,5,2,3,7,74,84,3,8,1,7.25
7087,Female,22,Mechanical,7.35,3,71.01,4,10,10,1,0,0,1,5,4,0,9,79,83,2,10,0,0.0
7088,Female,21,Mechanical,5.9,3,98.82,7,4,7,2,0,2,4,1,4,1,2,38,91,8,9,0,0.0
7089,Male,20,ECE,7.25,3,62.2,10,2,1,1,0,3,2,8,4,0,9,65,75,4,10,1,8.63
7090,Female,23,EEE,8.67,3,97.84,4,5,5,0,2,3,8,3,4,3,8,47,53,8,9,1,13.8
7091,Male,24,EEE,9.06,3,66.37,8,7,10,1,3,2,8,7,1,3,4,93,85,6,2,1,8.6
7092,Female,23,IT,6.85,4,75.08,2,2,8,0,3,1,3,1,6,0,1,94,41,1,1,0,0.0
7093,Male,23,EEE,7.96,5,76.69,10,7,8,5,3,3,4,10,7,2,4,89,61,9,5,1,11.89
7094,Female,23,ECE,5.0,5,89.24,4,3,7,5,1,2,1,2,5,1,2,63,48,5,1,0,0.0
7095,Female,21,Civil,7.64,2,68.62,7,8,4,4,3,3,4,6,4,1,1,97,73,3,1,1,4.04
7096,Male,21,EEE,9.68,1,99.44,5,7,7,4,0,2,5,6,8,1,10,99,57,10,7,1,6.14
7097,Male,24,Civil,6.5,1,89.96,10,1,1,4,0,4,8,6,2,0,5,53,53,3,2,1,13.62
7098,Male,21,Civil,7.85,5,91.6,2,9,6,2,1,3,4,7,8,3,6,61,49,10,9,0,0.0
7099,Female,21,ECE,8.66,5,64.26,3,6,7,0,0,2,5,2,4,3,1,57,43,2,10,0,0.0
7100,Female,21,Mechanical,7.92,2,79.05,4,4,3,0,2,4,3,9,4,2,4,90,32,6,2,1,14.67
7101,Female,21,Mechanical,7.01,3,97.82,5,6,8,0,0,2,3,2,2,3,2,52,77,9,4,0,0.0
7102,Female,20,Mechanical,5.73,5,70.8,7,2,8,1,0,2,5,10,8,0,2,68,44,1,1,0,0.0
7103,Male,24,CSE,7.23,5,65.82,3,2,8,2,0,1,2,1,9,1,2,70,55,4,2,0,0.0
7104,Female,21,Mechanical,6.41,2,79.42,9,8,5,5,1,2,1,9,1,4,9,30,38,3,1,0,0.0
7105,Female,24,ECE,8.34,3,97.22,10,10,7,4,2,3,5,9,8,3,8,65,62,8,4,1,13.69
7106,Female,22,IT,7.12,1,79.47,3,5,5,5,0,0,10,7,3,2,6,59,88,3,4,1,5.45
7107,Female,20,EEE,9.08,5,76.19,5,7,8,1,2,2,1,6,7,2,3,44,32,7,7,0,0.0
7108,Female,21,Mechanical,5.93,0,86.01,5,1,9,2,2,3,5,1,2,2,8,68,52,1,3,0,0.0
7109,Female,20,CSE,7.01,1,97.48,7,6,4,4,3,2,4,10,9,2,2,50,35,4,8,1,4.04
7110,Female,20,Civil,7.68,1,61.96,6,10,4,0,2,0,10,10,1,1,2,62,76,2,3,1,11.26
7111,Male,22,CSE,5.6,0,66.14,3,7,7,0,2,0,8,10,5,1,1,56,72,7,7,0,0.0
7112,Female,24,ECE,7.82,2,65.31,1,10,7,5,2,2,2,1,8,3,2,54,78,8,9,0,0.0
7113,Female,20,IT,6.4,4,63.41,6,7,8,0,1,3,7,1,3,0,1,77,46,7,7,1,3.03
7114,Female,23,Mechanical,6.1,3,72.08,6,10,7,3,3,4,8,7,5,1,8,74,41,10,2,1,4.09
7115,Female,22,Mechanical,5.68,3,69.17,4,3,7,0,1,1,5,7,7,1,6,61,51,2,9,0,0.0
7116,Male,23,CSE,6.68,1,81.95,2,9,6,4,2,2,3,3,9,1,8,86,40,3,5,0,0.0
7117,Male,22,ECE,9.46,0,73.09,9,9,6,1,1,3,6,9,9,0,2,31,51,2,10,1,8.94
7118,Male,23,CSE,5.15,1,76.21,6,5,10,1,0,0,1,8,5,4,5,40,33,10,5,0,0.0
7119,Male,23,CSE,9.09,1,97.67,1,9,3,3,1,3,3,6,8,4,10,96,44,10,7,0,0.0
7120,Male,20,IT,6.91,5,66.23,8,7,4,3,1,2,9,5,7,4,6,54,72,9,5,1,7.43
7121,Male,20,ECE,7.7,2,75.54,10,7,10,4,1,3,10,2,2,0,7,85,70,1,3,1,9.34
7122,Female,22,IT,7.46,3,70.28,7,9,4,2,1,3,5,7,9,3,3,71,51,4,1,1,8.04
7123,Male,24,ECE,9.44,4,81.97,6,2,9,3,0,2,6,8,5,1,9,54,97,6,8,1,11.33
7124,Male,20,Mechanical,8.7,0,89.45,1,10,6,5,0,2,9,1,4,3,3,65,72,10,8,1,13.48
7125,Female,20,EEE,9.73,4,92.68,10,5,10,3,3,4,2,5,10,2,10,85,79,2,4,1,9.61
7126,Male,21,Civil,8.81,0,80.61,5,8,3,4,1,2,7,5,9,4,9,71,77,8,2,1,10.61
7127,Female,20,EEE,6.42,3,94.2,4,8,4,5,1,5,6,6,10,0,7,48,83,8,5,0,0.0
7128,Female,24,ECE,9.62,2,91.4,7,3,6,1,3,0,9,6,2,1,9,74,36,9,4,1,12.35
7129,Male,21,EEE,9.72,4,66.28,2,5,6,4,3,3,1,8,7,1,6,94,89,10,10,1,12.89
7130,Female,23,CSE,5.59,0,69.82,1,4,5,0,3,0,4,6,2,1,1,37,52,1,1,0,0.0
7131,Male,23,Mechanical,9.33,1,86.87,7,4,1,2,0,5,3,6,8,0,5,57,70,10,7,1,5.72
7132,Male,21,Civil,8.19,3,98.99,8,2,10,3,2,1,1,5,1,2,8,53,90,3,8,0,0.0
7133,Female,21,Civil,9.43,2,75.05,5,6,6,2,2,1,4,8,10,0,7,97,40,8,1,1,11.92
7134,Female,21,Civil,9.4,5,69.19,8,1,4,4,0,2,10,7,2,0,8,93,95,8,10,1,5.04
7135,Male,22,Mechanical,9.28,1,94.77,4,8,8,1,3,3,6,8,3,0,1,47,71,9,9,1,4.91
7136,Female,24,EEE,9.25,2,67.98,8,10,10,2,1,2,1,2,1,1,3,44,44,5,10,0,0.0
7137,Female,24,Civil,5.56,0,87.9,3,9,1,3,1,4,9,7,6,3,5,82,48,6,10,1,6.33
7138,Male,23,Civil,5.69,1,61.37,7,5,5,0,0,0,5,7,1,1,8,72,75,3,7,0,0.0
7139,Male,23,ECE,5.57,5,60.76,6,6,4,2,1,2,3,5,3,2,9,77,46,7,10,0,0.0
7140,Female,23,CSE,5.44,5,78.06,1,1,5,4,0,4,9,6,1,4,8,37,95,3,10,0,0.0
7141,Male,20,ECE,6.7,2,86.26,5,6,9,5,3,0,10,9,3,2,3,94,35,9,1,1,13.24
7142,Male,23,EEE,8.28,3,65.7,4,1,7,4,2,2,1,3,8,2,9,41,51,6,9,0,0.0
7143,Male,21,Mechanical,6.7,4,90.56,6,5,3,2,3,2,2,10,5,3,4,45,48,4,10,0,0.0
7144,Male,23,Mechanical,8.46,5,65.15,9,9,3,4,1,2,8,7,10,1,4,63,70,10,5,1,7.4
7145,Male,21,ECE,8.94,5,81.35,4,5,7,5,2,4,3,8,9,0,6,45,60,9,4,0,0.0
7146,Male,22,IT,8.2,4,72.33,2,3,1,2,1,5,10,3,7,2,10,83,33,5,10,1,6.43
7147,Male,20,ECE,7.23,1,90.09,8,4,8,2,0,0,9,5,7,4,10,50,91,2,1,1,4.32
7148,Female,20,IT,6.42,3,92.16,1,3,3,1,1,5,5,9,7,1,5,93,43,4,2,0,0.0
